Area u^2;Convex Area u^2;Perimeter u;Convex Perimeter u;Length (Feret) u;Fiber Length u;Width u;Equivalent Diameter (ArEquivD) u;Inscribed Radius (MinR) u;Form Factor (Circ);Roundness;Convexity;Solidity;Compactness;Aspect Ratio;Elongation;Curl;L1;L2;Subtribe;;
223.011;230.043;61.604;57.254;21.749;23.738;13.854;16.851;5.671;0.738;0.6;0.929;0.969;0.775;1.57;1.713;0.916;1.256;1.221477694;Aveninae;;
229.273;236.316;60.669;56.808;20.352;23.522;14.468;17.086;5.697;0.783;0.705;0.936;0.97;0.839;1.407;1.626;0.865;1.537;1.269791118;Aveninae;;
303.562;313.69;75.913;71.445;29.598;31.144;12.748;19.66;5.229;0.662;0.441;0.941;0.968;0.664;2.322;2.443;0.95;1.145;1.218971123;Aveninae;;
415.656;425.823;87.929;82.038;33.029;35.36;15.346;23.005;6.999;0.676;0.485;0.933;0.976;0.697;2.152;2.304;0.934;0.674;1.096299471;Aveninae;;
395.116;437.32;89.172;79.391;29.843;32.11;20.391;22.429;7.539;0.624;0.565;0.89;0.903;0.752;1.464;1.575;0.929;2.6565;1.352367688;Aveninae;;
512.698;531.169;103.419;96.129;40.161;43.956;15.484;25.55;6.813;0.602;0.405;0.93;0.965;0.636;2.594;2.839;0.914;0.929;1.136356965;Aveninae;;
288.768;298.061;70.729;65.813;26.676;27.619;14.407;19.175;6.341;0.725;0.517;0.93;0.969;0.719;1.852;1.917;0.966;0.8625;1.136019555;Aveninae;;
324.246;348.527;79.841;69.985;26.814;30.21;17.683;20.319;6.52;0.639;0.574;0.877;0.93;0.758;1.516;1.708;0.888;2.3215;1.356058282;Aveninae;;
264.924;284.405;73.938;67.118;27.122;29.718;12.686;18.366;4.034;0.609;0.459;0.908;0.932;0.677;2.138;2.343;0.913;2.309;1.57238473;Aveninae;;
288.624;294.725;69.538;65.107;25.229;25.387;14.382;19.17;6.61;0.75;0.577;0.936;0.979;0.76;1.754;1.765;0.994;0.581;1.087897126;Aveninae;;
543.206;582.326;105.225;94.745;36.659;39.488;18.075;26.299;8.031;0.617;0.515;0.9;0.933;0.717;2.028;2.185;0.928;1.0065;1.125326858;Aveninae;;
318.816;340.66;77.947;71.628;27.598;29.917;15.783;20.148;6.571;0.659;0.533;0.919;0.936;0.73;1.749;1.895;0.922;1.3205;1.200958758;Aveninae;;
277.076;284.292;67.524;63.152;24.005;24.902;15.158;18.783;6.627;0.764;0.612;0.935;0.975;0.782;1.584;1.643;0.964;0.952;1.143654746;Aveninae;;
290.147;295.83;73.397;69.249;29.095;30.621;12.695;19.22;5.699;0.677;0.436;0.943;0.981;0.661;2.292;2.412;0.95;0.6485;1.113791893;Aveninae;;
346.309;354.649;73.541;68.672;24.787;24.343;18.508;20.998;8.113;0.805;0.718;0.934;0.976;0.847;1.339;1.315;1.018;1.141;1.140638481;Aveninae;;
252.054;268.755;67.131;62.545;22.971;23.166;13.487;17.914;5.277;0.703;0.608;0.932;0.938;0.78;1.703;1.718;0.992;1.4665;1.277904112;Aveninae;;
238.61;248.917;64.538;59.002;21.111;23.745;14.86;17.43;5.896;0.72;0.682;0.914;0.959;0.826;1.421;1.598;0.889;1.534;1.260176391;Aveninae;;
123.126;127.199;47.277;44.218;18.601;19.823;8.809;12.521;3.811;0.692;0.453;0.935;0.968;0.673;2.112;2.25;0.938;0.5935;1.155733403;Aveninae;;
173.916;179.972;55.643;52.076;21.269;22.002;11.186;14.881;4.783;0.706;0.49;0.936;0.966;0.7;1.901;1.967;0.967;0.81;1.16934978;Aveninae;;
427.492;439.769;89.037;84.63;32.718;35.815;15.119;23.33;6.708;0.678;0.508;0.95;0.972;0.713;2.164;2.369;0.914;0.8515;1.126937984;Aveninae;;
188.825;194.28;55.955;53.005;19.825;20.992;11.917;15.505;5.288;0.758;0.612;0.947;0.972;0.782;1.664;1.761;0.944;0.6705;1.12679652;Aveninae;;
224.074;237.018;62.131;56.583;20.432;21.23;16.425;16.891;7.348;0.729;0.683;0.911;0.945;0.827;1.244;1.293;0.962;0.8645;1.117651062;Aveninae;;
372.881;384.721;82.416;77.539;31.277;31.493;14.23;21.789;5.857;0.69;0.485;0.941;0.969;0.697;2.198;2.213;0.993;1.258;1.214785726;Aveninae;;
131.543;136.002;49.524;46.461;18.88;19.016;8.69;12.942;3.751;0.674;0.47;0.938;0.967;0.685;2.173;2.188;0.993;0.594;1.158357771;Aveninae;;
392.703;476.437;104.252;88.683;36.833;41.052;16.83;22.361;5.744;0.454;0.369;0.851;0.824;0.607;2.189;2.439;0.897;2.671;1.465006964;Aveninae;;
351.221;360.148;81.105;75.866;31.051;34.074;14.006;21.147;6.272;0.671;0.464;0.935;0.975;0.681;2.217;2.433;0.911;0.731;1.116549745;Aveninae;;
261.965;274.94;69.332;64.891;25.22;27.362;13.947;18.263;6.08;0.685;0.524;0.936;0.953;0.724;1.808;1.962;0.922;0.8935;1.146957237;Aveninae;;
149.066;152.342;48.64;45.715;17.895;19.225;11.839;13.777;5.607;0.792;0.593;0.94;0.978;0.77;1.512;1.624;0.931;0.3125;1.055733904;Aveninae;;
546.079;596.495;113.726;100.578;41.241;46.875;17.131;26.368;6.15;0.531;0.409;0.884;0.915;0.639;2.407;2.736;0.88;2.4155;1.392764228;Aveninae;;
233.266;247.972;66.843;57.283;19.901;23.246;15.744;17.234;5.921;0.656;0.75;0.857;0.941;0.866;1.264;1.477;0.856;1.951;1.329505151;Aveninae;;
298.449;312.357;70.127;63.891;22.164;23.293;17.769;19.494;7.876;0.763;0.774;0.911;0.955;0.88;1.247;1.311;0.952;1.0085;1.128047232;Aveninae;;
250.934;259.355;63.173;58.633;19.988;21.242;16.387;17.875;7.201;0.79;0.8;0.928;0.968;0.894;1.22;1.296;0.941;0.9925;1.137828079;Aveninae;;
240.419;246.734;62.546;57.412;20.109;20.886;15.36;17.496;6.568;0.772;0.757;0.918;0.974;0.87;1.309;1.36;0.963;1.112;1.169305725;Aveninae;;
310.485;317.363;71.856;66.941;25.74;26.587;17.115;19.883;7.597;0.756;0.597;0.932;0.978;0.772;1.504;1.553;0.968;0.9605;1.126431486;Aveninae;;
261.994;271.861;65.843;60.076;20.352;22.692;17.223;18.264;7.484;0.759;0.805;0.912;0.964;0.897;1.182;1.318;0.897;1.1275;1.15065473;Aveninae;;
323.987;339.415;75.821;68.705;26.085;28.498;16.895;20.31;6.776;0.708;0.606;0.906;0.955;0.779;1.544;1.687;0.915;1.6715;1.246679457;Aveninae;;
136.685;143.206;49.054;46.003;18.588;20.208;10.996;13.192;4.795;0.714;0.504;0.938;0.954;0.71;1.691;1.838;0.92;0.703;1.146611053;Aveninae;;
257.972;277.277;69.175;61.604;22.836;24.726;15.159;18.123;6.379;0.677;0.63;0.891;0.93;0.794;1.506;1.631;0.924;1.2005;1.188195642;Aveninae;;
229.072;235.601;61.481;58.081;22.441;23.031;12.775;17.078;5.663;0.762;0.579;0.945;0.972;0.761;1.757;1.803;0.974;0.7245;1.127935723;Aveninae;;
290.032;299.537;68.904;64.404;23.568;25.527;15.096;19.217;6.619;0.768;0.665;0.935;0.968;0.815;1.561;1.691;0.923;0.929;1.140353528;Aveninae;;
279.402;298.237;85.629;79.972;34.51;37.004;9.766;18.861;4.189;0.479;0.299;0.934;0.937;0.547;3.534;3.789;0.933;0.694;1.165671998;Aveninae;;
208.589;211.315;57.389;54.023;19.811;21.249;12.571;16.297;5.767;0.796;0.677;0.941;0.987;0.823;1.576;1.69;0.932;0.5185;1.089908098;Aveninae;;
344.326;358.2;76.204;69.988;24.236;28.626;17.828;20.938;7.794;0.745;0.746;0.918;0.961;0.864;1.359;1.606;0.847;1.12;1.143700282;Aveninae;;
277.076;287.04;67.853;62.533;21.748;22.411;17.079;18.783;6.945;0.756;0.746;0.922;0.965;0.864;1.273;1.312;0.97;1.5945;1.229589633;Aveninae;;
272.106;285.743;69.952;64.173;24.676;26.183;13.808;18.613;5.664;0.699;0.569;0.917;0.952;0.754;1.787;1.896;0.942;1.24;1.218926554;Aveninae;;
360.845;392.1;84.882;76.351;28.876;30.847;16.516;21.435;7.103;0.629;0.551;0.899;0.92;0.742;1.748;1.868;0.936;1.155;1.162607349;Aveninae;;
232.146;241.312;64.265;60.614;24.781;24.101;11.689;17.192;4.698;0.706;0.481;0.943;0.962;0.694;2.12;2.062;1.028;1.1465;1.244040017;Aveninae;;
250.101;253.947;65.548;61.979;24.549;26.048;12.596;17.845;5.671;0.731;0.528;0.946;0.985;0.727;1.949;2.068;0.942;0.627;1.110562511;Aveninae;;
308.676;315.313;69.647;64.53;22.755;23.815;17.68;19.825;7.895;0.8;0.759;0.927;0.979;0.871;1.287;1.347;0.955;0.945;1.11969601;Aveninae;;
232.922;241.92;61.594;57.076;20.904;21.564;14.616;17.221;6.31;0.772;0.679;0.927;0.963;0.824;1.43;1.475;0.969;0.998;1.158161648;Aveninae;;
223.844;227.866;60.395;56.681;22.63;23.932;13.348;16.882;5.978;0.771;0.557;0.938;0.982;0.746;1.695;1.793;0.946;0.696;1.116426899;Aveninae;;
416.231;440.126;103.081;94.68;40.838;43.492;12.17;23.021;4.488;0.492;0.318;0.918;0.946;0.564;3.355;3.574;0.939;1.597;1.35583779;Aveninae;;
283.223;295.87;68.819;63.616;23.424;24.224;15.595;18.99;6.244;0.751;0.657;0.924;0.957;0.811;1.502;1.553;0.967;1.5535;1.248798847;Aveninae;;
415.57;424.397;81.995;77.541;28.898;30.725;17.751;23.003;8.52;0.777;0.634;0.946;0.979;0.796;1.628;1.731;0.941;0.3555;1.041725352;Aveninae;;
288.279;292.77;67.713;63.679;25.054;26.217;15.274;19.159;6.93;0.79;0.585;0.94;0.985;0.765;1.64;1.716;0.956;0.707;1.102020202;Aveninae;;
232.261;237.709;60.991;56.959;20.881;20.823;14.468;17.197;6.723;0.785;0.678;0.934;0.977;0.824;1.443;1.439;1.003;0.511;1.076007735;Aveninae;;
252.887;263.667;65.953;59.942;22.595;24.224;17.119;17.944;7.008;0.731;0.631;0.909;0.959;0.794;1.32;1.415;0.933;1.5515;1.22138984;Aveninae;;
257.397;266.481;67.076;62.48;24.83;26.382;15.254;18.103;6.657;0.719;0.532;0.931;0.966;0.729;1.628;1.729;0.941;0.97;1.145711281;Aveninae;;
355.185;368.94;79.112;72.779;28.094;31.566;16.121;21.266;6.431;0.713;0.573;0.92;0.963;0.757;1.743;1.958;0.89;1.6295;1.253382056;Aveninae;;
348.664;380.853;81.94;73.775;26.263;29.362;17.695;21.07;7.644;0.653;0.644;0.9;0.915;0.802;1.484;1.659;0.894;1.2035;1.157443747;Aveninae;;
284.602;299.128;71.024;66.149;24.83;27.479;15.893;19.036;7.041;0.709;0.588;0.931;0.951;0.767;1.562;1.729;0.904;0.9055;1.128603891;Aveninae;;
272.134;279.282;68.042;63.343;24.029;24.948;13.57;18.614;6.249;0.739;0.6;0.931;0.974;0.775;1.771;1.838;0.963;0.536;1.085773724;Aveninae;;
357.254;409.151;94.106;79.294;29.77;34.646;16.397;21.328;6.014;0.507;0.513;0.843;0.873;0.716;1.816;2.113;0.859;2.1845;1.363235783;Aveninae;;
331.054;343.604;82.882;76.047;32.025;34.142;12.873;20.531;5.482;0.606;0.411;0.918;0.963;0.641;2.488;2.652;0.938;0.9545;1.174115286;Aveninae;;
444.355;479.063;96.935;86.204;33.056;37.459;16.771;23.786;7.036;0.594;0.518;0.889;0.928;0.72;1.971;2.234;0.882;1.3495;1.191799318;Aveninae;;
353.146;364.559;77.773;72.34;28.099;29.042;15.773;21.205;6.777;0.734;0.569;0.93;0.969;0.755;1.781;1.841;0.968;1.1095;1.163715508;Aveninae;;
320.109;327.425;69.918;65.623;22.686;23.498;18.169;20.189;7.424;0.823;0.792;0.939;0.978;0.89;1.249;1.293;0.965;1.6605;1.223666487;Aveninae;;
232.318;244.254;64.463;59.317;22.912;24.28;13.067;17.199;5.985;0.703;0.563;0.92;0.951;0.751;1.754;1.858;0.944;0.5485;1.091645781;Aveninae;;
200.23;204.413;55.882;52.537;19.898;21.44;13.729;15.967;5.906;0.806;0.644;0.94;0.98;0.802;1.449;1.562;0.928;0.9585;1.162292584;Aveninae;;
472.939;493.58;93.47;85.848;33.662;36.161;17.918;24.539;7.699;0.68;0.531;0.918;0.958;0.729;1.879;2.018;0.931;1.26;1.163657618;Aveninae;;
272.853;278.742;69.449;65.448;27.063;27.847;13.47;18.639;5.728;0.711;0.474;0.942;0.979;0.689;2.009;2.067;0.972;1.007;1.175803073;Aveninae;;
322.178;329.309;72.102;67.232;25.492;25.967;17.19;20.254;7.747;0.779;0.631;0.932;0.978;0.795;1.483;1.511;0.982;0.848;1.109461727;Aveninae;;
361.103;389.189;83.543;75.11;28.23;30.866;16.442;21.442;6.226;0.65;0.577;0.899;0.928;0.76;1.717;1.877;0.915;1.995;1.320430453;Aveninae;;
372.623;387.302;94.634;88.345;38.162;40.621;11.401;21.782;4.76;0.523;0.326;0.934;0.962;0.571;3.347;3.563;0.939;0.9405;1.197584034;Aveninae;;
444.355;467.479;89.918;80.897;31.576;33.292;18.882;23.786;6.75;0.691;0.567;0.9;0.951;0.753;1.672;1.763;0.948;2.691;1.398666667;Aveninae;;
404.74;449.281;111.634;98.523;43.951;47.546;12.408;22.701;4.043;0.408;0.267;0.883;0.901;0.517;3.542;3.832;0.924;2.161;1.534504081;Aveninae;;
374.777;386.505;90.754;84.888;35.07;38.423;12.236;21.844;5.4;0.572;0.388;0.935;0.97;0.623;2.866;3.14;0.913;0.718;1.132962963;Aveninae;;
394.484;418.6;98.245;90.399;37.866;40.73;12.507;22.411;5.098;0.514;0.35;0.92;0.942;0.592;3.027;3.257;0.93;1.1555;1.226657513;Aveninae;;
426.831;448.235;104.748;97.172;41.793;45.466;12.116;23.312;5.129;0.489;0.311;0.928;0.952;0.558;3.45;3.753;0.919;0.929;1.181126925;Aveninae;;
204.165;215.729;63.823;59.53;24.423;24.813;11.037;16.123;4.804;0.63;0.436;0.933;0.946;0.66;2.213;2.248;0.984;0.7145;1.148730225;Aveninae;;
392.531;408.627;96.733;90.08;38.869;42.621;13.085;22.356;5.437;0.527;0.331;0.931;0.961;0.575;2.97;3.257;0.912;1.1055;1.203329042;Aveninae;;
319.851;325.541;75.701;71.395;27.772;29.806;13.536;20.18;5.823;0.701;0.528;0.943;0.983;0.727;2.052;2.202;0.932;0.945;1.162287481;Aveninae;;
412.439;439.573;100.451;91.983;38.465;43.28;13.117;22.916;5.371;0.514;0.355;0.916;0.938;0.596;2.932;3.299;0.889;1.1875;1.221094768;Aveninae;;
371.589;383.652;86.522;81.841;33.695;35.619;12.816;21.751;5.879;0.624;0.417;0.946;0.969;0.646;2.629;2.779;0.946;0.529;1.089981289;Aveninae;;
307.527;316.546;73.414;67.808;26.331;28.052;15.181;19.788;6.315;0.717;0.565;0.924;0.972;0.751;1.735;1.848;0.939;1.2755;1.201979414;Aveninae;;
326.688;339.059;80.4;74.825;29.323;33.781;13.009;20.395;5.798;0.635;0.484;0.931;0.964;0.696;2.254;2.597;0.868;0.7065;1.121852363;Aveninae;;
318.07;330.382;87.508;81.688;34.542;36.822;10.593;20.124;4.253;0.522;0.339;0.933;0.963;0.583;3.261;3.476;0.938;1.0435;1.245356219;Aveninae;;
200.804;220.79;65.686;60.131;23.734;26.66;11.171;15.99;4.854;0.585;0.454;0.915;0.909;0.674;2.125;2.387;0.89;0.7315;1.150700453;Aveninae;;
256.564;270.316;73.428;68.933;28.146;30.11;11.837;18.074;4.704;0.598;0.412;0.939;0.949;0.642;2.378;2.544;0.935;1.2145;1.258184524;Aveninae;;
345.447;380.422;83.502;76.109;30.139;32.502;16.075;20.972;6.018;0.623;0.484;0.911;0.908;0.696;1.875;2.022;0.927;2.0195;1.335576604;Aveninae;;
232.692;248.481;71.891;66.98;27.428;30.157;11.296;17.213;4.507;0.566;0.394;0.932;0.936;0.628;2.428;2.67;0.91;1.141;1.253161748;Aveninae;;
216.662;224.275;64.001;60;25.588;26.777;12.328;16.609;5.503;0.665;0.421;0.937;0.966;0.649;2.076;2.172;0.956;0.661;1.1201163;Aveninae;;
295.49;310.753;82.597;77.501;33.39;36.726;11.207;19.397;4.887;0.544;0.337;0.938;0.951;0.581;2.979;3.277;0.909;0.7165;1.146613464;Aveninae;;
266.734;281.207;80.43;74.807;32.509;35.651;10.183;18.429;4.34;0.518;0.321;0.93;0.949;0.567;3.193;3.501;0.912;0.7515;1.173156682;Aveninae;;
272.795;290.286;70.565;63.999;24.058;26.726;14.743;18.637;6.173;0.688;0.6;0.907;0.94;0.775;1.632;1.813;0.9;1.1985;1.194151952;Aveninae;;
204.625;217.548;60.8;56.694;21.897;23.849;12.602;16.141;5.727;0.696;0.543;0.932;0.941;0.737;1.738;1.893;0.918;0.574;1.100226995;Aveninae;;
385.924;407.145;99.476;90.868;38.107;41.463;11.863;22.167;4.78;0.49;0.338;0.913;0.948;0.582;3.212;3.495;0.919;1.1515;1.240899582;Aveninae;;
182.361;196.177;58.364;53.292;19.223;21.757;11.848;15.238;4.821;0.673;0.628;0.913;0.93;0.793;1.622;1.836;0.884;1.103;1.228790707;Aveninae;;
228.67;240.425;71.376;66.177;27.459;29.455;9.922;17.063;4.076;0.564;0.386;0.927;0.951;0.621;2.767;2.969;0.932;0.885;1.217124632;Aveninae;;
321.66;342.215;80.122;72.834;28.168;31.401;14.147;20.237;5.631;0.63;0.516;0.909;0.94;0.718;1.991;2.22;0.897;1.4425;1.256171195;Aveninae;;
255.53;278.801;73.691;66.546;26.71;30.098;12.647;18.037;5.249;0.591;0.456;0.903;0.917;0.675;2.112;2.38;0.887;1.0745;1.204705658;Aveninae;;
384.43;417.31;105.235;96.985;41.189;46.81;11.518;22.124;4.654;0.436;0.289;0.922;0.921;0.537;3.576;4.064;0.88;1.105;1.237430168;Aveninae;;
502.011;538.189;106.578;97.74;40.176;42.166;15.711;25.282;6.457;0.555;0.396;0.917;0.933;0.629;2.557;2.684;0.953;1.3985;1.21658665;Aveninae;;
352.973;395.194;89.768;77.232;29.821;33.033;16.09;21.2;5.922;0.55;0.505;0.86;0.893;0.711;1.853;2.053;0.903;2.123;1.358493752;Aveninae;;
335.191;355.779;92.719;85.687;36.841;40.1;10.777;20.659;4.524;0.49;0.314;0.924;0.942;0.561;3.418;3.721;0.919;0.8645;1.191091954;Aveninae;;
302.557;317.195;81.238;75.797;31.652;34.786;11.735;19.627;5.031;0.576;0.385;0.933;0.954;0.62;2.697;2.964;0.91;0.8365;1.166269131;Aveninae;;
206.119;215.484;60.683;56.321;21.761;23.142;11.979;16.2;5.175;0.703;0.554;0.928;0.957;0.744;1.817;1.932;0.94;0.8145;1.157391304;Aveninae;;
658.69;700.471;140.72;129.278;56.619;63.032;13.754;28.96;6.004;0.418;0.262;0.919;0.94;0.511;4.117;4.583;0.898;0.873;1.145403065;Aveninae;;
317.093;346.896;80.974;74.059;29.894;31.619;14.354;20.093;5.772;0.608;0.452;0.915;0.914;0.672;2.083;2.203;0.945;1.405;1.243416493;Aveninae;;
236.57;250.796;67.819;62.422;23.226;26.387;12.574;17.355;5.731;0.646;0.558;0.92;0.943;0.747;1.847;2.098;0.88;0.556;1.097016228;Aveninae;;
240.649;262.569;74.41;68.07;27.689;30.624;10.588;17.504;3.909;0.546;0.4;0.915;0.917;0.632;2.615;2.892;0.904;1.385;1.354310565;Aveninae;;
292.847;313.442;76.25;71.111;26.808;31.549;13.315;19.31;5.591;0.633;0.519;0.933;0.934;0.72;2.013;2.369;0.85;1.0665;1.190752996;Aveninae;;
248.808;255.428;72.359;67.765;28.548;31.74;10.823;17.799;4.848;0.597;0.389;0.937;0.974;0.623;2.638;2.933;0.899;0.5635;1.116233498;Aveninae;;
381.758;400.459;88.976;82.345;32.839;36.142;13.832;22.047;6.01;0.606;0.451;0.925;0.953;0.671;2.374;2.613;0.909;0.906;1.150748752;Aveninae;;
309.796;323.235;85.601;79.786;34.26;36.815;10.775;19.861;4.777;0.531;0.336;0.932;0.958;0.58;3.179;3.417;0.931;0.6105;1.127799874;Aveninae;;
180.121;189.91;56.447;52.364;19.288;21.319;11.756;15.144;4.679;0.71;0.616;0.928;0.948;0.785;1.641;1.814;0.905;1.199;1.256251336;Aveninae;;
272.048;280.512;69.674;64.702;24.374;27.784;13.463;18.611;5.529;0.704;0.583;0.929;0.97;0.764;1.81;2.064;0.877;1.2025;1.2174896;Aveninae;;
354.553;388.758;89.624;79.857;32.16;35.997;14.239;21.247;5.534;0.555;0.436;0.891;0.912;0.661;2.259;2.528;0.893;1.5855;1.286501626;Aveninae;;
242.66;267.28;80.55;70.72;29.492;33.273;10.525;17.577;3.723;0.47;0.355;0.878;0.908;0.596;2.802;3.161;0.886;1.5395;1.41351061;Aveninae;;
342.775;372.921;90.466;82.349;34.254;38.297;12.216;20.891;5.141;0.526;0.372;0.91;0.919;0.61;2.804;3.135;0.894;0.967;1.188095701;Aveninae;;
279.402;292.525;81.82;76.232;32.604;34.936;10.212;18.861;4.588;0.524;0.335;0.932;0.955;0.578;3.193;3.421;0.933;0.518;1.112903226;Aveninae;;
358.403;379.95;82.207;75.853;29.362;32.156;15.739;21.362;6.73;0.666;0.529;0.923;0.943;0.728;1.866;2.043;0.913;1.1395;1.169316493;Aveninae;;
301.178;321.236;88.953;82.274;35.845;38.067;10.572;19.582;4.134;0.478;0.298;0.925;0.938;0.546;3.391;3.601;0.942;1.152;1.278664731;Aveninae;;
431.112;469.683;104.557;95.631;40.368;45.326;13.518;23.429;5.666;0.496;0.337;0.915;0.918;0.58;2.986;3.353;0.891;1.093;1.192905048;Aveninae;;
296.725;308.894;75.749;70.697;28.864;32.079;12.831;19.437;5.38;0.65;0.453;0.933;0.961;0.673;2.249;2.5;0.9;1.0355;1.192472119;Aveninae;;
381.959;403.065;89.894;82.849;32.673;37.943;14.251;22.053;5.821;0.594;0.456;0.922;0.948;0.675;2.293;2.663;0.861;1.3045;1.224102388;Aveninae;;
475.61;506.084;102.18;94.333;39.011;42.725;15.224;24.608;5.549;0.572;0.398;0.923;0.94;0.631;2.562;2.806;0.913;2.063;1.371778699;Aveninae;;
278.598;297.27;73.712;67.962;26.742;28.176;13.291;18.834;5.904;0.644;0.496;0.922;0.937;0.704;2.012;2.12;0.949;0.7415;1.125592818;Aveninae;;
306.377;324.29;80.18;73.686;30.814;33.038;12.416;19.751;5.196;0.599;0.411;0.919;0.945;0.641;2.482;2.661;0.933;1.012;1.194765204;Aveninae;;
422.522;456.935;94.729;86.799;34.446;38.311;15.41;23.194;6.621;0.592;0.453;0.916;0.925;0.673;2.235;2.486;0.899;1.084;1.163721492;Aveninae;;
233.036;254.027;70.802;64.741;26.079;27.854;11.945;17.225;5.161;0.584;0.436;0.914;0.917;0.66;2.183;2.332;0.936;0.8115;1.15723697;Aveninae;;
432.318;456.887;103.106;95.672;40.018;43.141;12.598;23.462;5.404;0.511;0.344;0.928;0.946;0.586;3.176;3.424;0.928;0.895;1.165618061;Aveninae;;
327.521;368.366;91.908;78.408;32.383;35.144;13.676;20.421;4.689;0.487;0.398;0.853;0.889;0.631;2.368;2.57;0.921;2.149;1.458306675;Aveninae;;
385.435;410.274;94.75;85.625;36.392;38.43;13.882;22.153;5.994;0.54;0.371;0.904;0.939;0.609;2.622;2.768;0.947;0.947;1.157991325;Aveninae;;
212.726;220.074;59.323;55.337;20.313;20.91;13.496;16.458;6.144;0.76;0.656;0.933;0.967;0.81;1.505;1.549;0.971;0.604;1.098307292;Aveninae;;
204.74;213.9;74.538;69.405;30.704;32.805;8.22;16.146;3.361;0.463;0.277;0.931;0.957;0.526;3.735;3.991;0.936;0.749;1.222850342;Aveninae;;
541.597;579.382;118.516;108.33;45.317;49.638;14.082;26.26;5.596;0.485;0.336;0.914;0.935;0.579;3.218;3.525;0.913;1.445;1.258220157;Aveninae;;
321.057;358.774;85.94;71.812;27.73;32.595;16.673;20.218;6.406;0.546;0.532;0.836;0.895;0.729;1.663;1.955;0.851;1.9305;1.301358102;Aveninae;;
469.176;489.6;105.605;97.745;40.027;45.553;13.328;24.441;5.924;0.529;0.373;0.926;0.958;0.611;3.003;3.418;0.879;0.74;1.124915598;Aveninae;;
394.858;412.475;106.094;98.217;43.661;46.95;10.715;22.422;4.575;0.441;0.264;0.926;0.957;0.514;4.075;4.382;0.93;0.7825;1.171038251;Aveninae;;
248.205;264.484;70.788;64.716;27.042;28.65;12.925;17.777;5.506;0.622;0.432;0.914;0.938;0.657;2.092;2.217;0.944;0.9565;1.173719579;Aveninae;;
393.479;416.293;91.127;84.23;32.867;36.353;14.152;22.383;6.22;0.595;0.464;0.924;0.945;0.681;2.322;2.569;0.904;0.856;1.137620579;Aveninae;;
303.419;328.615;85.231;74.69;29.728;34.699;12.548;19.655;4.722;0.525;0.437;0.876;0.923;0.661;2.369;2.765;0.857;1.552;1.328674291;Aveninae;;
252.025;271.478;73.444;67.804;26.892;30.244;11.62;17.913;4.713;0.587;0.444;0.923;0.928;0.666;2.314;2.603;0.889;1.097;1.23276045;Aveninae;;
254.697;260.862;69.335;65.148;26.362;28.251;11.902;18.008;5.057;0.666;0.467;0.94;0.976;0.683;2.215;2.374;0.933;0.894;1.176784655;Aveninae;;
363.114;399.502;94.315;85.808;36.713;40.703;12.789;21.502;5.064;0.513;0.343;0.91;0.909;0.586;2.871;3.183;0.902;1.3305;1.262736967;Aveninae;;
350.991;378.96;88.388;81.643;33.139;36.58;13.054;21.14;5.448;0.565;0.407;0.924;0.926;0.638;2.539;2.802;0.906;1.079;1.198054332;Aveninae;;
346.567;369.016;87.826;80.96;32.473;35.762;12.585;21.006;5.19;0.565;0.418;0.922;0.939;0.647;2.58;2.842;0.908;1.1025;1.212427746;Aveninae;;
283.597;297.065;77.16;71.844;29.444;33.062;11.795;19.002;5.008;0.599;0.416;0.931;0.955;0.645;2.496;2.803;0.891;0.8895;1.177615815;Aveninae;;
276.673;300.882;77.284;68.972;27.127;31.677;13.263;18.769;5.128;0.582;0.479;0.892;0.92;0.692;2.045;2.388;0.856;1.5035;1.293194228;Aveninae;;
360.931;380.453;94.106;86.812;36.795;40.164;12.175;21.437;5.071;0.512;0.339;0.922;0.949;0.583;3.022;3.299;0.916;1.0165;1.200453559;Aveninae;;
263.43;289.825;76.294;65.817;25.777;29.571;13.713;18.314;5.278;0.569;0.505;0.863;0.909;0.71;1.88;2.156;0.872;1.5785;1.299071618;Aveninae;;
485.981;522.24;125.117;116.123;52.347;55.862;11.261;24.875;4.813;0.39;0.226;0.928;0.931;0.475;4.648;4.961;0.937;0.8175;1.169852483;Aveninae;;
308.618;339.755;93.942;79.824;34.693;40.088;11.591;19.823;4.063;0.439;0.326;0.85;0.908;0.571;2.993;3.459;0.865;1.7325;1.426409057;Aveninae;;
391.324;418.158;93.271;83.54;34.499;37.733;14.543;22.322;6.275;0.565;0.419;0.896;0.936;0.647;2.372;2.594;0.914;0.9965;1.158804781;Aveninae;;
327.55;352.256;86.601;78.36;33.177;33.643;12.641;20.422;5.105;0.549;0.379;0.905;0.93;0.616;2.624;2.661;0.986;1.2155;1.238099902;Aveninae;;
306.119;322.033;81.588;75.262;30.75;33.285;11.836;19.742;5.019;0.578;0.412;0.922;0.951;0.642;2.598;2.812;0.924;0.899;1.179119346;Aveninae;;
207.239;220.19;66.209;60.049;24.661;26.692;11.5;16.244;4.525;0.594;0.434;0.907;0.941;0.659;2.144;2.321;0.924;1.225;1.270718232;Aveninae;;
227.032;235.443;66.836;62.41;25.154;28.164;11.282;17.002;4.982;0.639;0.457;0.934;0.964;0.676;2.23;2.496;0.893;0.659;1.132276194;Aveninae;;
465.355;487.371;101.642;94.124;39.325;42.524;14.327;24.341;6.275;0.566;0.383;0.926;0.955;0.619;2.745;2.968;0.925;0.8885;1.141593625;Aveninae;;
