Area u^2;Convex Area u^2;Perimeter u;Convex Perimeter u;Length (Feret) u;Fiber Length u;Width u;Equivalent Diameter (ArEquivD) u;Inscribed Radius (MinR) u;Form Factor (Circ);Roundness;Convexity;Solidity;Compactness;Aspect Ratio;Elongation;Curl;L1;L2;Subtribe;;
396.907;420.347;102.797;94.672;41.225;44.955;11.628;22.48;5.048;0.472;0.297;0.921;0.944;0.545;3.545;3.866;0.917;0.766;1.151743265;Agrostidinae;;
374.801;390.803;103.796;96.909;42.244;45.728;10.503;21.845;4.487;0.437;0.267;0.934;0.959;0.517;4.022;4.354;0.924;0.7645;1.170381101;Agrostidinae;;
684.526;738.627;153.832;140.437;61.456;67.78;12.949;29.522;4.943;0.364;0.231;0.913;0.927;0.48;4.746;5.235;0.907;1.5315;1.309832086;Agrostidinae;;
373.209;407.919;92.175;80.65;30.373;36.579;15.319;21.799;5.77;0.552;0.515;0.875;0.915;0.718;1.983;2.388;0.83;1.8895;1.327469671;Agrostidinae;;
432.469;467.358;118.196;109.475;48.45;52.605;10.56;23.466;3.996;0.389;0.235;0.926;0.925;0.484;4.588;4.981;0.921;1.284;1.321321321;Agrostidinae;;
367.422;397.263;88.583;77.086;29.851;33.276;15.979;21.629;5.736;0.588;0.525;0.87;0.925;0.725;1.868;2.082;0.897;2.2535;1.392869596;Agrostidinae;;
505.184;541.234;113.255;101.296;42.804;45.739;14.48;25.362;5.622;0.495;0.351;0.894;0.933;0.593;2.956;3.159;0.936;1.618;1.287797937;Agrostidinae;;
632.152;695.729;136.977;117.903;50.923;59.476;15.622;28.37;5.182;0.423;0.31;0.861;0.909;0.557;3.26;3.807;0.856;2.629;1.507333076;Agrostidinae;;
282.641;298.663;75.346;70.76;28.994;29.804;12.106;18.97;5.172;0.626;0.428;0.939;0.946;0.654;2.395;2.462;0.973;0.881;1.170340294;Agrostidinae;;
349.974;387.387;96.233;89.513;38.237;42.063;11.222;21.109;4.054;0.475;0.305;0.93;0.903;0.552;3.407;3.748;0.909;1.557;1.384065121;Agrostidinae;;
272.456;294.611;76.356;70.11;27.336;30.824;12.077;18.625;4.23;0.587;0.464;0.918;0.925;0.681;2.263;2.552;0.887;1.8085;1.427541371;Agrostidinae;;
468.291;505.819;108.711;96.912;41.341;43.856;14.031;24.418;5.723;0.498;0.349;0.891;0.926;0.591;2.946;3.126;0.943;1.2925;1.225843089;Agrostidinae;;
531.602;601.053;131.437;117.829;51.293;54.651;12.791;26.016;4.576;0.387;0.257;0.896;0.884;0.507;4.01;4.273;0.939;1.8195;1.397618007;Agrostidinae;;
483.395;536.816;126.417;116.098;51.984;54.047;11.551;24.809;4.195;0.38;0.228;0.918;0.9;0.477;4.5;4.679;0.962;1.5805;1.376758045;Agrostidinae;;
391.467;431.922;103.343;91.305;38.511;42.481;12.496;22.326;4.43;0.461;0.336;0.884;0.906;0.58;3.082;3.4;0.907;1.818;1.410383747;Agrostidinae;;
330.674;356.705;85.879;77.591;31.823;34.161;13.276;20.519;3.641;0.563;0.416;0.903;0.927;0.645;2.397;2.573;0.932;2.997;1.823125515;Agrostidinae;;
288.891;314.581;78.989;70.984;27.285;29.833;13.064;19.179;5.15;0.582;0.494;0.899;0.918;0.703;2.089;2.284;0.915;1.382;1.268349515;Agrostidinae;;
366.525;405.391;87.91;80.058;31.665;33.66;14.821;21.603;6.084;0.596;0.465;0.911;0.904;0.682;2.137;2.271;0.941;1.3265;1.218030901;Agrostidinae;;
378.562;448.405;121.396;104.265;47.326;51.183;10.608;21.955;3.848;0.323;0.215;0.859;0.844;0.464;4.461;4.825;0.925;1.456;1.378378378;Agrostidinae;;
229.255;260.208;70.14;62.188;23.863;27.42;16.59;17.085;5.488;0.586;0.513;0.887;0.881;0.716;1.438;1.653;0.87;2.807;1.511479592;Agrostidinae;;
474.02;514.808;106.927;97.9;41.272;43.835;14.114;24.567;5.898;0.521;0.354;0.916;0.921;0.595;2.924;3.106;0.942;1.159;1.196507291;Agrostidinae;;
456.341;491.402;104.481;96.944;40.953;43.342;13.538;24.105;5.567;0.525;0.346;0.928;0.929;0.589;3.025;3.201;0.945;1.202;1.215915215;Agrostidinae;;
596.099;667.076;132.382;114.515;49.331;57.083;15.749;27.55;5.377;0.427;0.312;0.865;0.894;0.558;3.132;3.624;0.864;2.4975;1.464478334;Agrostidinae;;
503.592;541.2;111.306;100.331;42.181;46.512;14.598;25.322;5.352;0.511;0.36;0.901;0.931;0.6;2.89;3.186;0.907;1.947;1.363789238;Agrostidinae;;
406.109;452.319;102.935;84.713;31.882;38.068;16.194;22.739;5.125;0.482;0.509;0.823;0.898;0.713;1.969;2.351;0.837;2.972;1.579902439;Agrostidinae;;
328.562;340.026;81.923;75.331;30.067;34.455;12.588;20.453;5.495;0.615;0.463;0.92;0.966;0.68;2.389;2.737;0.873;0.799;1.145404914;Agrostidinae;;
360.044;405.718;112.722;103.225;46.585;49.212;9.595;21.411;3.008;0.356;0.211;0.916;0.887;0.46;4.855;5.129;0.947;1.7895;1.594913564;Agrostidinae;;
369.129;394.399;94.412;87.507;36.409;39.888;12.103;21.679;5.048;0.52;0.355;0.927;0.936;0.595;3.008;3.296;0.913;1.0035;1.198791601;Agrostidinae;;
299.106;321.571;79.635;73.821;29.187;31.194;12.462;19.515;4.616;0.593;0.447;0.927;0.93;0.669;2.342;2.503;0.936;1.615;1.349870017;Agrostidinae;;
326.218;350.804;93.191;86.619;37.224;40.231;10.226;20.38;4.379;0.472;0.3;0.929;0.93;0.548;3.64;3.934;0.925;0.734;1.167618178;Agrostidinae;;
817.773;908.789;190.27;171.035;78.318;86.688;13.129;32.268;4.533;0.284;0.17;0.899;0.9;0.412;5.965;6.603;0.903;2.0315;1.448157953;Agrostidinae;;
338.371;373.966;90.642;83.635;35.927;38.24;12.182;20.756;5.27;0.518;0.334;0.923;0.905;0.578;2.949;3.139;0.939;0.821;1.155787476;Agrostidinae;;
441.439;485.984;99.718;86.846;34.12;37.658;16.985;23.708;6.61;0.558;0.483;0.871;0.908;0.695;2.009;2.217;0.906;1.8825;1.284795764;Agrostidinae;;
578.796;635.638;134.073;120.582;53.878;58.198;13.063;27.147;5.19;0.405;0.254;0.899;0.911;0.504;4.125;4.455;0.926;1.3415;1.258477842;Agrostidinae;;
475.814;524.607;111.705;99.603;42.368;45.282;13.735;24.614;5.395;0.479;0.338;0.892;0.907;0.581;3.085;3.297;0.936;1.4725;1.272937905;Agrostidinae;;
420.287;451.029;105.336;96.345;41.166;46.78;12.134;23.133;5.025;0.476;0.316;0.915;0.932;0.562;3.393;3.855;0.88;1.042;1.207363184;Agrostidinae;;
584.756;635.718;141.524;131.752;59.536;62.647;12.299;27.286;5.038;0.367;0.21;0.931;0.92;0.458;4.841;5.093;0.95;1.1115;1.220623263;Agrostidinae;;
516.324;556.7;121.797;110.068;47.341;52.751;12.988;25.64;5.153;0.437;0.293;0.904;0.927;0.542;3.645;4.062;0.897;1.341;1.260236755;Agrostidinae;;
288.11;310.653;81.896;73.466;30.919;34.496;11.727;19.153;4.881;0.54;0.384;0.897;0.927;0.619;2.637;2.942;0.896;0.9825;1.201290719;Agrostidinae;;
282.178;311.516;80.023;74.02;30.472;31.755;12.804;18.955;4.136;0.554;0.387;0.925;0.906;0.622;2.38;2.48;0.96;2.266;1.54787234;Agrostidinae;;
247.253;267.207;74.497;69.201;28.677;32.09;10.718;17.743;3.937;0.56;0.383;0.929;0.925;0.619;2.676;2.994;0.894;1.422;1.361188722;Agrostidinae;;
377.289;412.35;92.903;84.211;34.952;39.137;13.648;21.918;5.76;0.549;0.393;0.906;0.915;0.627;2.561;2.868;0.893;1.064;1.184722222;Agrostidinae;;
448.615;500.197;111.45;100.865;43.282;46.146;12.856;23.9;3.786;0.454;0.305;0.905;0.897;0.552;3.367;3.589;0.938;2.642;1.697834126;Agrostidinae;;
348.961;379.624;86.542;77.788;31.486;34.907;14.377;21.079;5.03;0.586;0.448;0.899;0.919;0.669;2.19;2.428;0.902;2.1585;1.429125249;Agrostidinae;;
427.463;471.753;115.485;106.032;47.188;51.428;11.404;23.329;4.041;0.403;0.244;0.918;0.906;0.494;4.138;4.51;0.918;1.661;1.411036872;Agrostidinae;;
415.397;452.701;113.776;105.644;47.124;49.417;10.671;22.998;4.293;0.403;0.238;0.929;0.918;0.488;4.416;4.631;0.954;1.0425;1.242837177;Agrostidinae;;
379.893;435.966;111.784;103.536;45.671;48.133;11.096;21.993;3.884;0.382;0.232;0.926;0.871;0.482;4.116;4.338;0.949;1.664;1.428424305;Agrostidinae;;
359.262;389.348;86.195;76.397;29.1;32.421;16.476;21.388;6.389;0.608;0.54;0.886;0.923;0.735;1.766;1.968;0.898;1.849;1.289403663;Agrostidinae;;
480.184;519.809;110.863;101.625;43.26;46.442;13.906;24.726;6.117;0.491;0.327;0.917;0.924;0.572;3.111;3.34;0.931;0.836;1.136668301;Agrostidinae;;
303.793;336.654;85.779;75.034;29.541;34.479;13.089;19.667;4.308;0.519;0.443;0.875;0.902;0.666;2.257;2.634;0.857;2.2365;1.519150418;Agrostidinae;;
474.396;548.431;126.829;112.314;49.566;54.339;12.196;24.577;3.72;0.371;0.246;0.886;0.865;0.496;4.064;4.455;0.912;2.378;1.639247312;Agrostidinae;;
750.267;831.558;163.057;146.684;64.234;70.87;13.905;30.907;5.28;0.355;0.232;0.9;0.902;0.481;4.619;5.097;0.906;1.6725;1.316761364;Agrostidinae;;
432.556;482.732;100.614;83.16;30.996;37.196;18.707;23.468;4.75;0.537;0.573;0.827;0.896;0.757;1.657;1.988;0.833;4.6035;1.969157895;Agrostidinae;;
393.377;424.594;96.133;84.262;33.044;39.271;14.168;22.38;5.069;0.535;0.459;0.877;0.926;0.677;2.332;2.772;0.841;2.015;1.397514303;Agrostidinae;;
335.68;371.601;100.436;91.731;40.768;43.902;10.614;20.674;3.92;0.418;0.257;0.913;0.903;0.507;3.841;4.136;0.929;1.387;1.353826531;Agrostidinae;;
382.758;409.201;92.459;84.835;34.471;37.84;13.494;22.076;4.885;0.563;0.41;0.918;0.935;0.64;2.555;2.804;0.911;1.862;1.381166837;Agrostidinae;;
455.183;521.236;121.107;104.973;44.858;50.845;14.46;24.074;4.78;0.39;0.288;0.867;0.873;0.537;3.102;3.516;0.882;2.45;1.512552301;Agrostidinae;;
480.415;546.305;115.67;102.672;43.342;47.55;14.923;24.732;5.047;0.451;0.326;0.888;0.879;0.571;2.904;3.186;0.912;2.4145;1.478403012;Agrostidinae;;
537.215;614.483;139.64;118.378;51.757;59.236;13.773;26.153;4.558;0.346;0.255;0.848;0.874;0.505;3.758;4.301;0.874;2.3285;1.510860026;Agrostidinae;;
432.961;479.891;124.557;109.487;49.486;54.947;10.814;23.479;3.745;0.351;0.225;0.879;0.902;0.474;4.576;5.081;0.901;1.662;1.443791722;Agrostidinae;;
380.53;422.057;95.526;86.959;35.135;39.813;13.153;22.011;4.947;0.524;0.392;0.91;0.902;0.626;2.671;3.027;0.882;1.6295;1.32939155;Agrostidinae;;
384.407;413.667;87.978;78.762;29.759;33.922;16.156;22.123;5.833;0.624;0.553;0.895;0.929;0.743;1.842;2.1;0.877;2.245;1.384879136;Agrostidinae;;
324.135;346.568;83.978;75.85;31.038;34.608;13.351;20.315;5.37;0.578;0.428;0.903;0.935;0.655;2.325;2.592;0.897;1.3055;1.24310987;Agrostidinae;;
417.48;494.082;109.103;90.478;36.927;41.796;17.561;23.055;4.643;0.441;0.39;0.829;0.845;0.624;2.103;2.38;0.884;4.1375;1.891126427;Agrostidinae;;
263.486;278.786;78.855;74.805;32.82;32.868;10.006;18.316;4.067;0.532;0.311;0.949;0.945;0.558;3.28;3.285;0.999;0.936;1.23014507;Agrostidinae;;
521.33;558.362;106.371;94.885;38.381;43.015;17.012;25.764;5.269;0.579;0.451;0.892;0.934;0.671;2.256;2.529;0.892;3.237;1.614348074;Agrostidinae;;
498.384;553.043;129.901;120.225;53.16;58.208;12.152;25.191;4.958;0.371;0.225;0.926;0.901;0.474;4.375;4.79;0.913;1.118;1.225494151;Agrostidinae;;
342.393;375.573;84.769;77.075;29.994;34.093;15.262;20.879;5.737;0.599;0.485;0.909;0.912;0.696;1.965;2.234;0.88;1.894;1.330137703;Agrostidinae;;
638.779;722.353;155.38;141.349;64.09;68.362;12.845;28.519;4.954;0.332;0.198;0.91;0.884;0.445;4.989;5.322;0.937;1.4685;1.29642713;Agrostidinae;;
634.699;695.527;147.139;132.709;59.518;64.1;12.871;28.428;5.057;0.368;0.228;0.902;0.913;0.478;4.624;4.98;0.929;1.3785;1.272592446;Agrostidinae;;
562.36;614.047;142.379;122.194;54.104;61.593;12.926;26.759;4.374;0.349;0.245;0.858;0.916;0.495;4.186;4.765;0.878;2.089;1.477594879;Agrostidinae;;
549.686;630.805;134.073;97.512;37.302;45.268;19.697;26.455;5.223;0.384;0.503;0.727;0.871;0.709;1.894;2.298;0.824;4.6255;1.885602144;Agrostidinae;;
412.07;438.07;90.656;82.068;32.495;32.644;15.365;22.906;5.907;0.63;0.497;0.905;0.941;0.705;2.115;2.125;0.995;1.7755;1.300575588;Agrostidinae;;
561.724;631.166;151.275;140.675;65.05;70.004;10.73;26.743;4.456;0.308;0.169;0.93;0.89;0.411;6.062;6.524;0.929;0.909;1.203994614;Agrostidinae;;
337.734;354.86;79.755;74.015;29.841;30.443;13.969;20.737;6.196;0.667;0.483;0.928;0.952;0.695;2.136;2.179;0.98;0.7885;1.127259522;Agrostidinae;;
383.163;419.398;93.927;82.593;33.351;35.278;14.824;22.088;5.439;0.546;0.439;0.879;0.914;0.662;2.25;2.38;0.945;1.973;1.362750506;Agrostidinae;;
437.764;468.484;104.814;96.374;40.898;43.793;12.588;23.609;4.552;0.501;0.333;0.919;0.934;0.577;3.249;3.479;0.934;1.742;1.382688928;Agrostidinae;;
499.86;533.103;109.404;101.801;41.504;46.826;14.215;25.228;5.678;0.525;0.369;0.93;0.938;0.608;2.92;3.294;0.886;1.4295;1.251761184;Agrostidinae;;
431.08;483.556;101.518;88.453;35.243;39.912;15.809;23.428;4.663;0.526;0.442;0.871;0.891;0.665;2.229;2.525;0.883;3.2415;1.695153335;Agrostidinae;;
231.831;243.326;63.851;58.458;22.345;23.69;13.698;17.181;4.701;0.715;0.591;0.916;0.953;0.769;1.631;1.729;0.943;2.148;1.456924059;Agrostidinae;;
278.793;296.992;74.727;66.666;26.683;27.522;13.618;18.841;5.385;0.627;0.499;0.892;0.939;0.706;1.959;2.021;0.97;1.424;1.264438254;Agrostidinae;;
283.104;311.07;81.082;75.042;31.466;33.663;13.652;18.986;4.797;0.541;0.364;0.926;0.91;0.603;2.305;2.466;0.935;2.029;1.422972691;Agrostidinae;;
621.938;695.855;136.478;120.383;52.643;55.566;14.852;28.14;4.824;0.42;0.286;0.882;0.894;0.535;3.545;3.741;0.947;2.602;1.539386401;Agrostidinae;;
380.53;415.954;95.054;85.593;34.256;39.917;13.816;22.011;4.76;0.529;0.413;0.9;0.915;0.643;2.479;2.889;0.858;2.148;1.451260504;Agrostidinae;;
485.816;539.918;140.027;122.455;56.162;63.83;11.329;24.871;3.487;0.311;0.196;0.875;0.9;0.443;4.957;5.634;0.88;2.1775;1.624462289;Agrostidinae;;
242.793;268.207;74.219;64.708;26.298;27.385;12.385;17.582;4.172;0.554;0.447;0.872;0.905;0.669;2.123;2.211;0.96;2.0205;1.484300096;Agrostidinae;;
226.544;244.346;67.732;59.531;22.839;26.029;12.869;16.984;4.394;0.621;0.553;0.879;0.927;0.744;1.775;2.023;0.877;2.0405;1.46438325;Agrostidinae;;
313.619;336.663;86.046;76.414;32.177;36.68;12.833;19.983;4.547;0.532;0.386;0.888;0.932;0.621;2.507;2.858;0.877;1.8695;1.411150209;Agrostidinae;;
738.14;914.399;178.894;161.258;73.02;78.858;14.449;30.657;4.036;0.29;0.176;0.901;0.807;0.42;5.054;5.458;0.926;3.1885;1.790014866;Agrostidinae;;
295.991;334.059;84.402;74.693;29.892;34.15;13.093;19.413;4.566;0.522;0.422;0.885;0.886;0.649;2.283;2.608;0.875;1.9805;1.433749452;Agrostidinae;;
661.257;799.276;179.002;146.65;65.072;71.379;13.572;29.016;3.938;0.259;0.199;0.819;0.827;0.446;4.794;5.259;0.912;2.848;1.723209751;Agrostidinae;;
328.949;380.385;118.144;107.385;50.284;54.037;8.794;20.465;3.17;0.296;0.166;0.909;0.865;0.407;5.718;6.145;0.931;1.227;1.387066246;Agrostidinae;;
785.884;886.804;185.198;145.132;62.452;75.034;15.597;31.633;4.589;0.288;0.257;0.784;0.886;0.507;4.004;4.811;0.832;3.2095;1.699389845;Agrostidinae;;
386.31;434.971;112.177;99.482;43.781;47.519;11.29;22.178;3.889;0.386;0.257;0.887;0.888;0.507;3.878;4.209;0.921;1.756;1.451529956;Agrostidinae;;
287.005;323.272;85.748;76.915;32.415;35.169;11.793;19.116;3.547;0.491;0.348;0.897;0.888;0.59;2.749;2.982;0.922;2.3495;1.662390753;Agrostidinae;;
268.861;298.959;78.956;69.515;26.358;30.878;13.005;18.502;5.204;0.542;0.493;0.88;0.899;0.702;2.027;2.374;0.854;1.2985;1.2495196;Agrostidinae;;
421.565;501.639;132.921;118.233;55.541;61.988;11.374;23.168;2.946;0.3;0.174;0.889;0.84;0.417;4.883;5.45;0.896;2.741;1.930414121;Agrostidinae;;
512.142;564.531;150.693;138.3;65.154;70.739;9.917;25.536;3.077;0.283;0.154;0.918;0.907;0.392;6.57;7.133;0.921;1.8815;1.611472213;Agrostidinae;;
583.542;680.811;189.005;171.971;80.627;87.924;9.38;27.258;3.166;0.205;0.114;0.91;0.857;0.338;8.596;9.374;0.917;1.524;1.481364498;Agrostidinae;;
344.079;396.986;115.97;106.029;49.127;52.323;9.368;20.931;2.931;0.321;0.182;0.914;0.867;0.426;5.244;5.585;0.939;1.753;1.598089389;Agrostidinae;;
853.293;1038.312;203.107;184.508;84.891;92.428;13.435;32.961;4.476;0.26;0.151;0.908;0.822;0.388;6.319;6.88;0.918;2.2415;1.500781948;Agrostidinae;;
665.19;767.476;171.724;154.022;71.111;79.605;11.814;29.102;4.166;0.283;0.167;0.897;0.867;0.409;6.019;6.738;0.893;1.741;1.417906865;Agrostidinae;;
428.742;482.351;122.396;111.53;49.57;53.758;10.423;23.364;4.459;0.36;0.222;0.911;0.889;0.471;4.756;5.158;0.922;0.7525;1.168759812;Agrostidinae;;
278.421;309.225;95.466;85.353;38.453;41.945;9.084;18.828;3.733;0.384;0.24;0.894;0.9;0.49;4.233;4.617;0.917;0.809;1.216715778;Agrostidinae;;
788.037;967.221;212.695;192.836;89.922;98.85;12.002;31.676;2.95;0.219;0.124;0.907;0.815;0.352;7.492;8.236;0.91;3.051;2.034237288;Agrostidinae;;
662.98;769.125;172.348;143.436;64.271;73.606;13.31;29.054;4.447;0.28;0.204;0.832;0.862;0.452;4.829;5.53;0.873;2.208;1.496514504;Agrostidinae;;
406.866;462.949;106.112;87.683;36.357;40.463;15.394;22.76;4.638;0.454;0.392;0.826;0.879;0.626;2.362;2.629;0.899;3.059;1.659551531;Agrostidinae;;
485.787;530.272;137.172;127.716;58.412;63.366;10.022;24.87;3.806;0.324;0.181;0.931;0.916;0.426;5.829;6.323;0.922;1.205;1.31660536;Agrostidinae;;
502.352;598.851;160.884;137.421;62.446;71.346;10.332;25.291;3.845;0.244;0.164;0.854;0.839;0.405;6.044;6.905;0.875;1.321;1.343563069;Agrostidinae;;
258.87;286.737;84.053;73.887;32.092;36.038;10.596;18.155;3.67;0.46;0.32;0.879;0.903;0.566;3.029;3.401;0.891;1.628;1.44359673;Agrostidinae;;
330.299;371.345;101.963;88.287;38.287;44.266;11.409;20.507;3.5;0.399;0.287;0.866;0.889;0.536;3.356;3.88;0.865;2.2045;1.629857143;Agrostidinae;;
316.518;354.316;103.817;95.767;42.606;45.689;9.104;20.075;3.433;0.369;0.222;0.922;0.893;0.471;4.68;5.019;0.933;1.119;1.325953976;Agrostidinae;;
411.545;470.955;110.551;99.367;42.825;47.064;12.934;22.891;5.38;0.423;0.286;0.899;0.874;0.535;3.311;3.639;0.91;1.087;1.20204461;Agrostidinae;;
323.695;358.543;92.813;74.574;29.24;34.397;14.393;20.301;5.184;0.472;0.482;0.803;0.903;0.694;2.032;2.39;0.85;2.0125;1.388213735;Agrostidinae;;
698.981;796.063;178.232;150.143;68.692;75.555;12.757;29.832;4.76;0.277;0.189;0.842;0.878;0.434;5.384;5.922;0.909;1.6185;1.340021008;Agrostidinae;;
280.402;303.217;79.217;69.116;26.889;30.796;14.637;18.895;5.331;0.562;0.494;0.872;0.925;0.703;1.837;2.104;0.873;1.9875;1.372819358;Agrostidinae;;
617.16;711.489;154.304;137.926;62.412;69.016;13.393;28.032;5.529;0.326;0.202;0.894;0.867;0.449;4.66;5.153;0.904;1.1675;1.211159342;Agrostidinae;;
526.87;593.368;130.73;108.534;45.953;50.287;14.569;25.9;5.101;0.387;0.318;0.83;0.888;0.564;3.154;3.452;0.914;2.1835;1.428053323;Agrostidinae;;
438.331;496.912;119.308;102.455;44.119;46.933;12.418;23.624;4.416;0.387;0.287;0.859;0.882;0.535;3.553;3.779;0.94;1.793;1.406023551;Agrostidinae;;
399.516;446.75;114.382;101.122;45.448;48.709;11.506;22.554;3.916;0.384;0.246;0.884;0.894;0.496;3.95;4.233;0.933;1.837;1.469101124;Agrostidinae;;
603.581;727.823;155.192;130.486;56.127;65.12;13.825;27.722;4.443;0.315;0.244;0.841;0.829;0.494;4.06;4.71;0.862;2.4695;1.555818141;Agrostidinae;;
502.611;569.692;128.707;111.353;49.077;54.766;13.305;25.297;3.962;0.381;0.266;0.865;0.882;0.515;3.689;4.116;0.896;2.6905;1.679076224;Agrostidinae;;
295.848;323.122;87.069;77.676;32.689;34.847;11.372;19.408;3.864;0.49;0.353;0.892;0.916;0.594;2.875;3.064;0.938;1.822;1.471532091;Agrostidinae;;
404.138;450.975;113.615;101.129;45.037;49.368;11.356;22.684;3.969;0.393;0.254;0.89;0.896;0.504;3.966;4.347;0.912;1.709;1.43058705;Agrostidinae;;
355.677;396.604;109.1;96.46;44.252;48.276;10.89;21.281;3.95;0.376;0.231;0.884;0.897;0.481;4.064;4.433;0.917;1.495;1.378481013;Agrostidinae;;
363.773;405.507;96.664;77.372;28.421;34.513;17.271;21.521;5.278;0.489;0.573;0.8;0.897;0.757;1.646;1.998;0.823;3.3575;1.63613111;Agrostidinae;;
320.997;352.665;87.798;73.218;27.136;31.841;14.697;20.216;5.458;0.523;0.555;0.834;0.91;0.745;1.846;2.166;0.852;1.8905;1.346372298;Agrostidinae;;
482.773;534.146;144.997;131.358;60.595;66.714;9.755;24.793;3.795;0.289;0.167;0.906;0.904;0.409;6.211;6.839;0.908;1.0825;1.285243742;Agrostidinae;;
368.568;410.418;93.087;79.789;30.255;35.455;16.028;21.663;5.748;0.535;0.513;0.857;0.898;0.716;1.888;2.212;0.853;2.266;1.394224078;Agrostidinae;;
479.959;554.118;141.732;125.661;56.229;64.864;10.675;24.72;2.946;0.3;0.193;0.887;0.866;0.44;5.267;6.076;0.867;2.3915;1.811778683;Agrostidinae;;
536.028;654.263;144.936;125.368;55.005;59.584;13.474;26.125;3.155;0.321;0.226;0.865;0.819;0.475;4.082;4.422;0.923;3.582;2.135340729;Agrostidinae;;
438.36;456.705;101.655;95.276;42.251;44.127;12.896;23.625;5.516;0.533;0.313;0.937;0.96;0.559;3.276;3.422;0.957;0.932;1.168963017;Agrostidinae;;
431.125;487.331;124.493;115.291;51.679;56.039;10.357;23.429;4.188;0.35;0.206;0.926;0.885;0.453;4.99;5.411;0.922;0.9905;1.236509074;Agrostidinae;;
473.758;557.683;125.626;113.099;47.942;52.304;12.572;24.56;4.326;0.377;0.262;0.9;0.85;0.512;3.813;4.16;0.917;1.96;1.453074434;Agrostidinae;;
291.197;338.633;119.845;103.392;48.245;52.267;7.959;19.255;2.602;0.255;0.159;0.863;0.86;0.399;6.062;6.567;0.923;1.3775;1.529400461;Agrostidinae;;
1018.169;1212.861;243.287;191.585;86.148;101.176;15.803;36.005;4.372;0.216;0.175;0.787;0.839;0.418;5.451;6.402;0.851;3.5295;1.807296432;Agrostidinae;;
333.227;406.678;106.988;92.959;40.457;45.592;11.929;20.598;3.63;0.366;0.259;0.869;0.819;0.509;3.392;3.822;0.887;2.3345;1.643112948;Agrostidinae;;
291.197;332.712;89.127;78.26;32.84;35.823;11.278;19.255;3.597;0.461;0.344;0.878;0.875;0.586;2.912;3.176;0.917;2.042;1.567695302;Agrostidinae;;
247.817;290.328;82.739;72.426;31.31;36.225;11.6;17.763;4.426;0.455;0.322;0.875;0.854;0.567;2.699;3.123;0.864;1.374;1.310438319;Agrostidinae;;
309.398;367.322;109.795;95.169;42.423;48.346;9.809;19.848;3.247;0.323;0.219;0.867;0.842;0.468;4.325;4.929;0.877;1.6575;1.510471204;Agrostidinae;;
365.984;414.141;108.309;92.456;40.403;42.982;11.749;21.587;3.341;0.392;0.285;0.854;0.884;0.534;3.439;3.658;0.94;2.5335;1.758305896;Agrostidinae;;
383.267;427.555;102.185;81.088;30.961;37.282;15.853;22.091;4.873;0.461;0.509;0.794;0.896;0.713;1.953;2.352;0.83;3.0535;1.626616048;Agrostidinae;;
248.42;273.176;80.907;75.188;33.034;34.978;9.516;17.785;3.411;0.477;0.29;0.929;0.909;0.538;3.471;3.676;0.944;1.347;1.394898857;Agrostidinae;;
792.085;915.78;220.148;194.193;89.791;102.935;11.063;31.757;3.648;0.205;0.125;0.882;0.865;0.354;8.116;9.305;0.872;1.8835;1.516310307;Agrostidinae;;
527.473;665.639;150.122;133.899;58.55;66.047;12.846;25.915;3.227;0.294;0.196;0.892;0.792;0.443;4.558;5.141;0.886;3.196;1.990393554;Agrostidinae;;
752.868;923.429;188.248;159.213;70.658;83.284;14.432;30.961;4.279;0.267;0.192;0.846;0.815;0.438;4.896;5.771;0.848;2.937;1.686375321;Agrostidinae;;
451.365;527.704;122.169;99.402;41.298;48.678;14.713;23.973;4.327;0.38;0.337;0.814;0.855;0.58;2.807;3.309;0.848;3.0295;1.700138664;Agrostidinae;;
493.625;556.026;130.977;111.039;47.746;52.284;12.643;25.07;5.31;0.362;0.276;0.848;0.888;0.525;3.776;4.135;0.913;1.0115;1.190489642;Agrostidinae;;
237.855;261.614;78.039;71.302;31.229;32.611;10.844;17.402;3.797;0.491;0.311;0.914;0.909;0.557;2.88;3.007;0.958;1.625;1.42796945;Agrostidinae;;
303.857;325.419;83.79;74.54;30.422;33.683;12.682;19.669;4.908;0.544;0.418;0.89;0.934;0.647;2.399;2.656;0.903;1.433;1.29197229;Agrostidinae;;
482.658;535.013;112.978;92.413;35.714;53.901;17.347;24.79;6.325;0.475;0.482;0.818;0.902;0.694;2.059;3.107;0.663;2.3485;1.371304348;Agrostidinae;;
695.708;798.992;171.219;153.498;70.428;73.986;12.544;29.762;4.779;0.298;0.179;0.896;0.871;0.423;5.614;5.898;0.952;1.493;1.312408454;Agrostidinae;;
672.483;789.163;169.343;152.445;69.891;73.833;12.598;29.261;4.396;0.295;0.175;0.9;0.852;0.419;5.548;5.861;0.947;1.903;1.43289354;Agrostidinae;;
389.899;421.979;101.045;90.177;38.488;41.216;13.271;22.281;4.306;0.48;0.335;0.892;0.924;0.579;2.9;3.106;0.934;2.3295;1.540989317;Agrostidinae;;
947.229;1146.428;229.045;202.503;93.889;103.015;13.175;34.728;4.155;0.227;0.137;0.884;0.826;0.37;7.126;7.819;0.911;2.4325;1.58543923;Agrostidinae;;
430.292;500.84;119.201;102.354;45.663;52.885;13.357;23.407;4.723;0.381;0.263;0.859;0.859;0.513;3.419;3.959;0.863;1.9555;1.414037688;Agrostidinae;;
